text,label
Please join me for a #Facebook Q&amp;A on #immigration today at 2 pm CT. https://t.co/dZk37OhAZi,0.0
"Republicans move toward vote on blocking Obama immigration actions, read more here: http://t.co/s5DDFg8XI9",0.0
RT @RoyBlunt: Proud to co-sponsor @SenRonJohnson's bill to stop Pres Obama's lawless #immigration power grab: http://t.co/Dz1aocNUm5 #StopO…,0.0
"Sen. Johnson getting ready for a helicopter aerial tour of the border in McAllen, TX. http://t.co/VaO452feHG",0.0
Check out more pictures here from .@SenRonJohnson's tour of the TX border today w/ @SenatorCarper and @SenSasse http://t.co/Ww7g05Vvup,0.0
".@SenRonJohnson and @SenatorCarper sharing a #bipartisan dessert after a long, educational day touring the #border. http://t.co/eJ1gxc8v6K",0.0
"Talking to the Mayor of Mission, TX and local law enforcement over breakfast on how to #securetheborder. http://t.co/czTDs3UAXT",0.0
"An insecure border creates jobs, but not the jobs we want.",0.0
Check out more pics here http://t.co/r7hcGJT8cS as @SenRonJohnson continues his tour of the border today w/ local leaders.,0.0
RT @RightWisconsin: Johnson: Our border is not secure #Wiright,0.0
RT @RightWisconsin: Johnson: Law enforcement officials tell me that they don't even prosecute drug trafficking at border unless there is 50…,0.0
Watch @SenRonJohnson  hold a hearing in HSGAC on the visa waiver program at 9a CT http://t.co/5aW8W42YlC,0.0
".@SenRonJohnson will host a hearing at 9a CT TODAY on securing the border, watch live here: http://t.co/AHmuLgDOgY",0.0
".@SenRonJohnson is hosting a hearing NOW on securing the border, watch live here: http://t.co/AHmuLgmcSo",0.0
.@SenRonJohnson will hold his 3rd #hsgac hearing on #bordersecurity at 1p ct today http://t.co/9WAyUcl4Sv,0.0
.@SenRonJohnson will hold his 4th #hsgac hearing on #bordersecurity at 9a ct today http://t.co/x7uOvTAhlb,0.0
.@SenRonJohnson will hold a roundtable in HSGAC today at 1:30p CT on how to secure the #border. Watch live here: http://t.co/8gPDk7040P,0.0
.@SenRonJohnson is NOW holding a roundtable in HSGAC on how to secure the #border. Watch live here: http://t.co/8gPDk7040P,0.0
.@SenRonJohnson answering question on border security during his telephone town hall happening now. Not on the call? Tweet @SenRonJohnson!,0.0
LIVE .@SenRonJohnson is speaking at @nationaljournal’s high-skilled immigration event. http://t.co/BQJVYyxjJe #NJImmigration #AskNJ,0.0
"In the second #AskRJ, Sen. Johnson answers a question from Facebook on border security. https://t.co/8eCs7EERNv",0.0
.@SenRonJohnson will hold a HSGAC #border hearing today on the response to unaccompanied minors. Watch at 9a CT http://t.co/wSPcGn1pdG,0.0
LIVE NOW @SenRonJohnson holding a HSGAC #border hearing on the response to unaccompanied minors. Watch here: http://t.co/wSPcGn1pdG,0.0
"RT @cspan: Senate hearing on Unaccompanied Minor Immigrants, @SenRonJohnson chairs – LIVE on C-SPAN2 http://t.co/jMGvTaqq71 http://t.co/H5t…",0.0
ICE: Only 6% of unaccompanied minors returned to home country since start of 2012 http://t.co/iQren66geY,0.0
.@SenRonJohnson will hold a HSGAC hearing today on securing the maritime border. Watch at 9a CT http://t.co/YMaOL8iPYy #BorderSecurity,0.0
LIVE NOW @SenRonJohnson is holding his 8th HSGAC #BorderSecurity hearing on the maritime border. Watch: http://t.co/YMaOL8iPYy,0.0
RT @FoxNewsSunday: Sunday: @SenRonJohnson +@ChrisMurphyCT on what the U.S. should or should not do with the Syrian refugee crisis. #FNS htt…,0.0
.@SenRonJohnson will be on @FoxNewsSunday tmrw to discuss #Syria and #refugeescrisis w/ Sen. @ChrisMurphyCT. Tune in to hear the discussion.,0.0
RT @FoxNewsSunday: Coming up on @FoxNewsSunday @SenRonJohnson &amp; @ChrisMurphyCT discuss the #migrantcrisis in Europe. #FNS http://t.co/oWQgb…,0.0
RT @FoxNewsSunday: Next on @FoxNewsSunday Senators @ChrisMurphyCT @SenRonJohnson debate the #refugeecrisis in Europe #FNS http://t.co/YGljc…,0.0
RT @FoxNewsSunday: .@SenRonJohnson says the U.S. shouldn't take any shortcuts in vetting the refugees. We ought to be concerned about our n…,0.0
RT @FoxNewsSunday: .@SenRonJohnson on #FNS:  We're ignoring the root cause of the #refugee problem #Syria #CivilWar,0.0
WATCH @SenRonJohnson was on @FoxNewsSunday yesterday to discuss the #refugee crisis. https://t.co/jM5HFmFf0g,0.0
"RT @KellieMeyerNews: Great conversation with @SenRonJohnson this morning on the fair chance act, Iran deal and border security. Look forwar…",0.0
.@SenRonJohnson hears from U.S. Marine Gen. John Kelly today during border trip to Central America. https://t.co/UcQOlD81YG,0.0
Read Sen. Johnson's statement on the United States accepting Syrian refugees: https://t.co/CgGsxfupRH,0.0
I feel a responsibility to ensure any refugee whom this administration allows into America has been fully vetted https://t.co/Mi2nHktB4E,0.0
TOMORROW @SenRonJohnson will hold a HSGAC hearing @ 1p CT on #ISIS and refugee resettlement. Watch: https://t.co/WOVtKHSDAh,0.0
HEARING: Tomorrow @SenRonJohnson will hold a HSGAC hearing @ 1p CT on #ISIS and refugee resettlement. Watch: https://t.co/WOVtKHSDAh,0.0
.@SenRonJohnson will hold a HSGAC hearing today at 1p CT on #ISIS and refugee resettlement. Watch here: https://t.co/WOVtKHSDAh,0.0
LIVE NOW @SenRonJohnson is holding a HSGAC hearing on #ISIS and #refugee resettlement. Watch: https://t.co/WOVtKHSDAh,0.0
RT @InouyeUSCIS: .@USCIS Director León Rodríguez greets @SenRonJohnson before HSGAC hearing on refugee resettlement. https://t.co/SgREyWAce1,0.0
RT @MikeGousha: Sunday on #UpFront: what to do about ISIS and Syrian refugees.  I'll talk with Homeland Security Committee Chair @SenRonJoh…,0.0
.@journalsentinel Senate panel led by Ron Johnson holding hearing on 'heroin epidemic at the border': https://t.co/pXwEREherT,0.0
TODAY @SenRonJohnson is holding a HSGAC hearing on the heroin epidemic at the border. Watch live here: https://t.co/MSWr2oZGQm,0.0
LIVE NOW @SenRonJohnson is currently  holding a hearing on the heroin epidemic at the border. Watch: https://t.co/MSWr2oZGQm,0.0
LIVE @SenRonJohnson holding a HSGAC hearing on the heroin epidemic at the border.https://t.co/MSWr2oZGQm,0.0
LIVE NOW @SenRonJohnson hearing from second panel of witnesses at hearing on the heroin epidemic at the border. https://t.co/MSWr2phieW,0.0
.@SenRonJohnson will hold a HSGAC roundtable today at 9a CT on strengthening the visa waiver program. Watch live: https://t.co/NFcId7obkr,0.0
COMING UP @SenRonJohnson will hold a HSGAC hearing on the Canadian refugee program at 9a CT. Watch live:https://t.co/fqpKkgbmqx,0.0
LIVE NOW @SenRonJohnson is holding a HSGAC hearing on the Canadian refugee program. Watch here: https://t.co/fqpKkgbmqx,0.0
"RELEASE: Johnson, Sessions Introduce Bill Prompting Return Of Unaccompanied Illegal Immigrant Children https://t.co/6jDZDBpBMO",0.0
COMING UP: Today @SenRonJohnson will hold a HSGAC hearing at 9a CT on the security of U.S. visa programs. Watch here https://t.co/ascgpp0CcN,0.0
HEARING: At 9a CT @SenRonJohnson will hold a HSGAC hearing on U.S. visa waiver programs https://t.co/ascgppid4l,0.0
RELEASE: Chairman Johnson Reveals Lack of Cooperation Between USCIS and ICE In Aftermath of San Bernardino Attacks: https://t.co/0PmXnN5Eic,0.0
ICYMI: Senator Ron Johnson: Heroin deaths directly related to border security https://t.co/SXoh9KesDZ,0.0
RT @andrewlacombe: TODAY: @SenRonJohnson &amp; @SenatorBaldwin hearing re: border security impact on WI heroin &amp; prescription drug epidemic htt…,0.0
"RT @gneumann_wkow: .@SenRonJohnson addresses media before Homeland Security hearing on opiate problem, he says border security is key. http…",0.0
"Johnson Requests Information From DHS On Immigrants Granted Citizenship Despite Being Deemed Ineligible For Entry
https://t.co/0Pu9I5yAKY",0.0
Johnson Requests Information from DHS on Immigrant Surge at Southwest Border https://t.co/PF8NPB0xOD,0.0
Johnson Requests Information Regarding Allegations of ICE Officials Monitoring Gun Show Attendees https://t.co/i47gsu5kRZ,0.0
TOMORROW: #HSGAC hearing @ 9a CT hear from @CustomsBorder on southwest border surge https://t.co/691YVC3Pn1,0.0
COMING UP: @ 9a CT @CustomsBorder discuss border surge in #HSGAC hearing https://t.co/691YVC3Pn1,0.0
Met w/ Canadian Parliament members urging pre-clearance bill to improve travel and enhance our borders. @SenRonJohnson key in US version. https://t.co/kznGBcx5IP,0.0
RT @kilmeade: @SenRonJohnson on President Trump securing the border today on #kilmeadeandfriends @foxnewsradio https://t.co/nPUIXMjHcM,0.0
"Statement on today's executive orders: ""It's well past time to secure our border &amp; enforce our immigration laws."" https://t.co/JCsSr9fDiQ",0.0
RT @kevcirilli: .@SenRonJohnson tells @BloombergTV top priority is securing border -- then negotiating with Mexico. https://t.co/WGFi7wsZLf,0.0
TOMORROW: #HSGAC hearing on the effects of border insecurity and need for immigration enforcement. Watch here: https://t.co/vg0LTRW60F,0.0
LIVE: #HSGAC hearing on effects of border insecurity and lax immigration enforcement. Watch here: https://t.co/vg0LTRW60F,0.0
"“To truly secure our borders, the United States must identify and eliminate the incentives for illegal immigration.” https://t.co/vg0LTRW60F",0.0
.@WaukeshaSheriff testimony shows border security &amp; immigration laws are not just a concern for border communities.  https://t.co/jqZ8iZryke,0.0
Today we celebrate #PuertoRico and 100 years of American citizenship for its people! 🇵🇷🇺🇸,0.0
"Mexico’s ambassador @GERONIMO__GF &amp; @SenRonJohnson talking today about path forward on trade, the drug crisis and border security. https://t.co/zAhjpCjiH9",0.0
TOMORROW at 10ET #HSGAC will hold a hearing on @ICEgov &amp; @CustomsBorder staffing &amp; resource requirements. Watch https://t.co/WB7DJWyfHJ,0.0
COMING UP: #HSGAC hearing on staffing and resource requirements for @ICEgov &amp; @CustomsBorder personnel @ 10 ET Watch https://t.co/WB7DJWyfHJ,0.0
LIVE: #HSGAC hearing on @ICEgov &amp; @CustomsBorder staffing and resource requirements. Watch https://t.co/WB7DJWPR6j,0.0
“We’re set up for failure from the word go.” Testimony from @ChrisCraneICE about staffing levels. #HSGAC hearing https://t.co/WB7DJWPR6j,0.0
".@POTUS #opioid commission should focus on border security. &gt;80% of heroin enters from SW border, selling on WI streets for only $10/hit.",0.0
Opioid Commission should look @DHSgov Sec Kelly’s idea of tackling American’s insatiable demand for drugs &amp; cutting off supply at border.,0.0
COMING UP: #HSGAC hearing on border fence at 9:30 ET. Stream live here: https://t.co/vAsAriDtGv,0.0
LIVE: Stream the #HSGAC hearing on SW border fencing plans here: https://t.co/vAsAriDtGv,0.0
".@SenRonJohnson (1/2) “We need a layered approach to border security, one that includes tech, manpower, a commitment to rule of law”",0.0
(2/2) “And the elimination of incentives that encourage illegal immigration.” Watch HSGAC hearing on SW fencing https://t.co/vAsAriDtGv,0.0
TOMORROW: #HSGAC hearing on improving border security public safety @ 9:30ET w/ @DHSgov #SecretaryKelly Watch https://t.co/9jbW2VIWD6,0.0
COMING UP: at 9:30ET border security and public safety hearing w/ @DHSgov #SecretaryKelly Stream here: https://t.co/9jbW2VIWD6,0.0
".@SenRonJohnson (1/2) “Today, we welcome Secretary Kelly to discuss the Department’s efforts to improve border security and public safety.”",0.0
"(2/2) …patrol the border, develop relationships, which they do w/ their Mexican counterparts across the border."" https://t.co/lI2UjJ8iSt",0.0
"""Finally, we have an administration committed to securing the border in whatever shape and form that takes."" @CNN  
https://t.co/6ae1badavl",0.0
Spent time discussing border security solutions w/ Sec. John Kelly of @DHSgov and AG Jeff Sessions of @TheJusticeDept https://t.co/trF4VTRJqb,0.0
.@SenRonJohnson statement about his visit to the southwest border near San Diego today https://t.co/udjBANbcKE https://t.co/Qx5haIJrnl,0.0
Watch live 11 am CT @SenRonJohnson on @CatoInstitute panel discuss legislation for state-based visa pilot program. https://t.co/Nq7ormmaX8,0.0
Live now #CatoEvents  @SenRonJohnson joins @CatoInstitute panel on state-based visa pilot program  https://t.co/Nq7ormmaX8,0.0
RT @CarltonHuffman: .@SenRonJohnson is working  to give states the power to determine immigration visas and work requirements. #wisen https…,0.0
Thanks @CatoEvents for opportunity for @SenRonJohnson and @RepKenBuck to discuss state-based approach for visas.  https://t.co/O3gMGNV9Un,0.0
Putting more boots on the border is a key step toward securing our border.  https://t.co/sgKF80JvTl,0.0
Police Comm. Timothy Sini on MS13 recruiting immigrants--&gt; https://t.co/gYk5VAhUDA,0.0
RT @SecretsBedard: @SenRonJohnson demands IRS review of illegal immigrant tax credits/theft.  https://t.co/q5NeqWxXDt via @dcexaminer,0.0
"After visiting Libya, Jordan and the Syrian border, Corker says Al-Qaeda still a serious threat http://t.co/DOLXWH8x",0.0
"This morning at 9:10 a.m. ET on @FoxNews @AmericaNewsroom, Sen. Corker will discuss his recent trip to #Libya, Jordan and the Syrian border.",0.0
"Now on 102.3FM @FredTheShow, Sen. Corker is discussing his trip to #Libya, Jordan and the Syrian border http://t.co/qUH19az0",0.0
"Senator Corker, @SenJohnHoeven co-author an amendment to secure the nation's southern border http://t.co/M2ulRGtedN http://t.co/kA10Jqk0Nm",0.0
Watch Senator Corker deliver remarks on the border security amendment he co-authored with @SenJohnHoeven: http://t.co/jjX7cZxTLp,0.0
ICYMI: Bill O’Reilly backs immigration deal after Hoeven-Corker border security amendment is unveiled: via @politico http://t.co/xzZdfmkeLx,0.0
"Under #HoevenCorker, no Green Cards for 10 years &amp; only after ALL border security measures are implemented: http://t.co/TxjlGrd2Iq",0.0
MUST READ: #HoevenCorker = unprecedented surge of security at the southern border http://t.co/TxjlGrd2Iq,0.0
"Senator Corker on @FoxNews: If you’re concerned about border security, you’ll vote for #HoevenCorker. Watch here: http://t.co/h7hgOacIwa.",0.0
CBO: #HoevenCorker “would significantly increase border security relative to the committee-approved version of the bill.”,0.0
"CBO: Relative to underlying bill, #HoevenCorker would reduce visa overstays.",0.0
"CBO: #HoevenCorker significantly increases border security, reduces both illegal entries and visa overstays. http://t.co/48fPx5scp7",0.0
"Corker: #HoevenCorker vote ""provides strong bipartisan support for an amendment that unquestionably strengthens border security..""",0.0
"Corker: #HoevenCorker vote ""moves us toward solving the immigration problem that we have struggled with for decades."" http://t.co/KGO1edw3L5",0.0
Corker: Passing this amendment gets us one step closer to securing our border in a dramatic way http://t.co/RyNP5wg4oJ,0.0
".@politifact: “Legal experts we spoke to said, instead, it gives her discretion about where to build border fencing.” http://t.co/79D8LQo0Ba",0.0
Senator Corker: “This is the toughest border security measure to ever pass the Senate” http://t.co/NUSGuZqbMw,0.0
"ICYMI: .@DW_Grant .@csmonitor: “Bob Corker, Senate GOP's tireless dealmaker, looking beyond immigration bill” http://t.co/kKjoChankM",0.0
"RT @DW_Grant: Meet the Senate's happiest warrior, @SenBobCorker, who's up to much more than #immigration: http://t.co/NiiJI3koKd #syria #GS…",0.0
ICYMI: @TimesFreePress column by @CHAchamber president Ron Harr: Corker’s work on immigration reform is commendable: http://t.co/Eo8Bq69kHE,0.0
"Corker, @SenAlexander op-ed in @Tennessean and @LeafChronicle today: Immigration bill would add jobs, secure border http://t.co/Wuv1uFRaXB",0.0
"Corker &amp; @SenAlexander: Immigration bill “[secures] our border, ends perpetual amnesty, and encourages job creation.” http://t.co/Wuv1uFRaXB",0.0
"Yesterday near #Syria border, Gen. Idriss reiterated need for greater US support to tip balance in the conflict–BC http://t.co/N6XVTYCjrB",0.0
Valuable visit today to US Patriot battery on Turkish border w/ #Syria. Inspired by our servicemembers – BC http://t.co/X4zdgJp3GF,0.0
2nd visit to #Kilis refugee camp on #Syria border showed excellent support provided by #Turkey – BC http://t.co/XvUDB3aIFT,0.0
"At #Kilis camp, refugee leaders continue to be dismayed at lack of U.S. support for opposition – BC  http://t.co/MlLwGpQuk1",0.0
Senator Corker discussed Obama’s expected #immigration executive order this morning on @FoxNews @AmericaNewsroom: http://t.co/tuFZDFatgr.,0.0
"Senator Corker on #immigration executive order: “This president is not acting in strength, he is acting in weakness.” http://t.co/tuFZDFatgr",0.0
Corker on @AmericaNewsroom: POTUS issuing #immigration executive order “because he doesn’t have the ability to lead.” http://t.co/tuFZDFatgr,0.0
"This “Throwback Thursday,” we will highlight some of President Obama’s own words on taking executive action on #immigration. #TBT",0.0
President Obama: “I can’t simply ignore laws… I’ve got to work to make sure that they are changed.” [10/14/10] #TBT #immigration,0.0
"President Obama: “I am president, I am not king. I can’t do these things just by myself.” [10/25/10] #TBT #immigration",0.0
President Obama: “[T]here’s a limit to the discretion that I can show because I am obliged to execute the law.” [10/25/10] #TBT #immigration,0.0
"President Obama: “Changing our laws means doing the hard work of changing minds and changing votes, one by one.” [4/29/11] #TBT #immigration",0.0
"President Obama: ""[T]he idea of doing things on my own is very tempting... But that's not how our system works."" [7/25/11] #TBT #immigration",0.0
Senator Corker: President is “blatantly ignoring the rule of law” by acting unilaterally on #immigration. http://t.co/xlu63flD9U,0.0
There have been some misleading reports regarding my position on the Syrian refugee crisis. Full statement: https://t.co/mSmDDPq9Wi.,0.0
Iran has defied a U.N. travel ban and sent Qasem Soleimani to Russia. (3/6) #IranDeal,0.0
"RT @OrenDorell: ""I don’t think I’ve seen Europe so unsettled ever in my lifetime. #Russia... using refugees as a weapon of war"" - @SenBobCo…",0.0
"It also supports a stronger, more dynamic workforce and makes the issuance of passports and visas operate more like a business.",0.0
"Today's Supreme Court ruling blocking Obama's immigration plan is a victory for separation of powers. My statement:
https://t.co/vAqop6awyu",0.0
My statement on the Trump administration's revised executive order on immigration: https://t.co/luRyOTGOO8,0.0
My op-ed with @ChrisCoons on our trip to the world’s largest refugee camp and the need for #FoodAid reform: https://t.co/12a3hHYvfc,0.0
My proposal fully implemented the entry/exit system and mandated the initiation of removal proceedings for at least 90% of visa overstays.,0.0
"RT @Senate_RPC: On Wed, Supreme Court will hear oral arguments on several provisions of AZ immigration law. RPC preview of key issues: h ...",0.0
Traveled WY listening to folks this month &amp; agree w/them that we need to fix immigration system—and that Senate bill is not the right answer,0.0
Voted no on #immigration bill because it fails to secure border &amp; provides expensive benefits to those here illegally http://t.co/kBeetGMnY6,0.0
"On @FOXNewsSunday, we talked about Iraq, immigration and GOP jobs agenda https://t.co/jYIDdBmEOy",0.0
RT @SpeakerBoehner: 22 times President Obama said he couldn’t do what he’s about to do → http://t.co/tNxxDHoc4B #immigration #amnesty,0.0
#TBT to the 22 times Pres. Obama said he couldn’t ignore or create #immigration law. Great list by @SpeakerBoehner http://t.co/V6eVCC0Zxp,0.0
"RT @Senate_RPC: [New from RPC] On immigration, Obama ignores the law and the American people http://t.co/WCmHqd7rL0",0.0
"RT @Senate_RPC: On immigration, Obama ignores the law and the American people. Our paper: http://t.co/WCmHqd7rL0",0.0
Illegal immigrants should not be able to prescribe opioids. https://t.co/bFlNdKDBfU,0.0
RT @WashTimes: John Barrasso on #NewYork’s #immigration disgrace https://t.co/puoRpEhsVM https://t.co/rebMPQvrZJ,0.0
"If you missed my @WashTimes op-ed last week on NY's #immigration issue, check it out here. https://t.co/R4ZDxOZCqJ https://t.co/KSjbQpDPlP",0.0
I just attended a naturalization ceremony in Pittsburgh. I am honored to welcome and congratulate these new Americans.,0.0
"Talking with WILK NewsRadio's Sue Henry in 3 minutes on the farm bill, immigration, and govt spending. Tune in: http://t.co/clrKu7bn",0.0
Chat Tran of Philadelphia gained U.S. citizenship on his 102nd birthday Friday. Congratulations and happy birthday http://t.co/ytLMl92x,0.0
Just voted no on cloture for the Corker-Hoeven amendment to immigration bill. It fails to address what’s truly wrong with our broken system.,0.0
I voted against the #Gangof8 #immigration bill. The #Senate has missed an opportunity to fix our broken system.,0.0
"Today at Scranton's federal courthouse, 47 people from 28 countries took the oath of citizenship. Proud to witness it http://t.co/wIlQE05pJY",0.0
We face a humanitarian &amp; national security crisis on our border. I support the Cornyn-Cuellar bill to help end it http://t.co/PwxgMmPjw4,0.0
...and his decision to dictate sweeping immigration policy changes without legislation.,0.0
America’s immigration system is badly broken and cries out for reform...,0.0
including stronger border security and adequate opportunities for legal immigration.,0.0
and could encourage even more illegal immigration.,0.0
"Powerful testimony from heartbroken dad. San Fran sanctuary law = bad idea, prevents enforcement of immigration law http://t.co/UHowuRuuTE",0.0
The admission of Syrian refugees into the U.S. should be suspended. The safety of our people must come first. https://t.co/xNqp9Gd8Ew,0.0
In light of the credible report that a violent Islamist extremist claiming refugee status participated in the attacks in Paris...,0.0
we must reexamine our security protocols for admitting Syrian refugees.,0.0
While most refugees are innocent people in dire situations...,0.0
"As a result, we should suspend refugee admissions from Syria until we are able to determine with full confidence...",0.0
Today I wrote @PhillyMayor Jim Kenney urging him to end his dangerous sanctuary city policy. https://t.co/W5uU7pwxOx https://t.co/U1NYJYXOkg,0.0
"WATCH: We must end dangerous sanctuary city policies.
https://t.co/zJAdp5Zdrl",0.0
"Today the Senate votes on my sanctuary city legislation to protect Americans from dangerous criminals &amp; terrorists.
https://t.co/f8HQMbDDDM",0.0
Sanctuary cities should not be rewarded with federal money. #StopSanctuaryCities https://t.co/eSdLLlFICE,0.0
"WATCH: I joined the @oreillyfactor to discuss my effort to end dangerous sanctuary city policies. @FoxNews
https://t.co/65O6ouYdLD",0.0
It's time for Philly to heed calls of leaders from across the pol. spectrum &amp; end dangerous sanctuary city policies https://t.co/p7Of61YphS,0.0
Philly's extreme sanctuary city policy is dangerous. We must end SC policies &amp; I'm committed to leading this fight. https://t.co/luoI21RcTO,0.0
#SCOTUS affirms an important part of #AZ 's #immigration law.  http://t.co/0F3INbim,0.0
Weighing in on #immigration reform w/ @thehill: '...first consideration can’t be political benefit.' http://t.co/8X9ESHc3,0.0
"Today, @SenateDems passed a comprehensive #immigration bill. I would NOT support this bill, if it came to the #House floor for a vote.",0.0
"I would NOT support the comprehensive #immigration bill passed in the #Senate today, if it came to the #House floor for a vote.",0.0
"I'll be on @seanhannity's radio show w/ @DrPhilRoe at 3:30 CST discussing #energy, #immigration, #family #values, &amp; #IRS targeting. Tune in!",0.0
RT @redcrossokc: @OKCFOX thank you for hosting this town hall on PTSD and suicide in military veterans. Such an important topic. #YOURVOICE…,0.0
#securetheborder #enforcethelaw http://t.co/4uuO00nFmy,0.0
Just voted in favor of both immigration measures to secure our southern border http://t.co/sPiHkhAcyz,0.0
Great conversation w/ @DCgarth of @worldnetdaily yesterday on #immigration and the possibility of executive action http://t.co/CwB4EDLD31,0.0
"POTUS has a pen and a phone; he should use them to negotiate #immigration law, not invent ways to avoid the law. http://t.co/0blm5GynHn",0.0
Tune to @FoxBusiness w/ @loudobbsnews at 6:30 CT to hear  @MarshaBlackburn &amp; I discuss the upcoming #CR &amp; #immigration discussions in DC.,0.0
"Today, I voted YES on the #House bill to oppose President Obama's executive action on #immigration. Here's why: http://t.co/x4k2LEpn3z",0.0
"After pressing witnesses at HSGAC hearing on #immigration practices, I left with more questions than answers. VIDEO: http://t.co/ULetbjBoXj",0.0
Great conversation w/ @loudobbsnews on #DHS funding and POTUS's #immigration executive action. Check it out here: http://t.co/H0UvRkwXla,0.0
A Texas Judge has halted Pres. Obama's #immigration executive action for lack of legal authority to carry it out. A victory for rule of law,0.0
It appears Senate Dems are more interested in protecting the President's illegal #immigration executive action than protecting the homeland.,0.0
"On @cspanwj talking #DHS funding. This issue is bigger than immigration, it's about constitutional balance of powers http://t.co/HWlhd88xVL",0.0
"In case you missed it, here is my interview on @cspanwj this AM: https://t.co/SrgBbQ4FGT Most of it focused on #DHS funding &amp; #immigration",0.0
Voted against a year-long #DHS funding bill but supported a short term CR because of my objection to POTUS's #immigration executive action.,0.0
RT @Heritage: What @SenatorLankford says are the ‘consequences’ of disobeying Obama’s #immigration actions?http://t.co/1VMd9bVIpw http://t.…,0.0
"More on my letter to Pres. #Obama about his #DHS #immigration enforcement ""consequences"" comment. via @DailySignal: http://t.co/5DQO6j7nsa",0.0
"Still no response from POTUS about what he meant when he said #immigration officials would face ""consequences"" if they followed the law.",0.0
"#BorderPatrol Council President says, ""border security will only be further degraded by this confusion.""",0.0
"National #ICE Council President says ""ICE is crumbling under the strain of this Administration’s lawless policies.""",0.0
Discussing SW #bordersecurity at this AM's Homeland Security hearing beginning shortly. Be sure to tune in HERE: http://t.co/FOAporPhRX,0.0
"Talked flood insurance, free exercise of #religion, and #immigration enforcement w/ @DHSgov Sec. Johnson this morning http://t.co/dXpDN4tgjG",0.0
"Tomorrow, I'll be speaking at an #OKC #Naturalization Ceremony to welcome new citizens &amp; celebrate their journey. #immigration",0.0
It's an honor to welcome new citizens at today's #Naturalization Ceremony at the OKC Federal Courthouse. #immigration http://t.co/sAVn90ieXP,0.0
Sent a letter to @DHSgov Sec. Johnson urging him to change citizenship language to reflect our freedom of #religion. http://t.co/WJARcd3VIJ,0.0
"#SanctuaryCities ignore crimes committed by undocumented immigrants, and that is unacceptable. #StopSanctuaryCities",0.0
"Re: the Syrian refugees, we must maintain a strict vetting process so ISIS/ISIL doesn't infiltrate our interests. https://t.co/NOXJVRl81k",0.0
"Syria is on fire, Africa is plagued w/ unrest, instability reigns south of our own border, &amp; @POTUS vetoes #NDAA... am I missing something?",0.0
The POTUS has ignored the 19 crude oil cross-border pipelines currently operating in the U.S. right now. #KeystonePipeline #KeystoneXL,0.0
#SCOTUS decision on #immigration executive action underscores the importance of three equal branches of government. https://t.co/dVWe1xLhxK,0.0
#SanctuaryCities allowed an illegal immigrant convicted of 7 felonies &amp; deported 5 times to stay in the US &amp; kill #KateSteinle. It must end.,0.0
Just returned from a 3-day visit to @usembassyguate. Met w/ officials to discuss #drugtrafficking &amp; #immigration. https://t.co/Rwk83Fa4rC,0.0
We need a strong leader at #DHS who will protect America against #terrorism &amp; #securetheborder. Looking forward to confirming Gen. Kelly. https://t.co/3dNdjDhgfz,0.0
My thoughts on Friday's #immigration &amp; #refugee executive order: https://t.co/OarUlUBpfO,0.0
"If POTUS issues new #immigration EO, it should clarify implementation &amp; support persecuted religious minorities https://t.co/WjkPhwVAcB",0.0
"Congress should pursue #immigrationreform – strengthened border security, visa modernization, dreamers, etc.  Perhaps this Fall. https://t.co/4Aujglw1TK",0.0
"After an evaluation of immigration vetting is complete, we will continue welcoming refugees &amp; legal immigrants. https://t.co/MOuKxXKeC5",0.0
Discussing #border security at #HomelandSecurity hearing this morning w/ @DHSgov Sec Kelly. Watch HERE: https://t.co/ev6Dq9q4lj,0.0
The int'l community must join the U.S &amp; demand that #Assad step down &amp; allow the refugees to return to their homes in #Syria. #Airstrikes https://t.co/9nzY50rXcc,0.0
"#Tulsa immigrant from #Syria on #SyrianAirStrikes: ""The action [Trump] took was fantastic, the right thing to do.""
https://t.co/5y9hwEAjWR",0.0
Seeking clarity on plans for refugee program in light of court decisions blocking recent EOs. Read my letter HERE: https://t.co/aKeUBm72KB,0.0
"On this day in 1924: All Native Americans were granted U.S. citizenship. Today, we have more to do to live up to our trust responsibility.",1.0
My border patrol pay bill passed committee today. It saves $70 mill every year and is supported by the border patrol agents. #mtpol,1.0
The folks across the Hi-Line who protect our border deserve our support. We must pass a clean DHS budget #DontShutDownOurSecurity,1.0
"RT @ChrisMoraIV: Our Senior Senator, @SenatorTester, was on @VICE last night! Thanks for standing up for #farmers and good #agriculture, Se…",1.0
Joining @ShannonNewth on @KRTV before touring the northern border with @DHSgov Deputy Secretary Mayorkas http://t.co/H0TxKzJiC4,1.0
"RT @DHSgov: Dep Sec Mayorkas joins @SenatorTester in MT, thanks @CustomsBorder employees for their efforts to secure our borders. http://t.…",1.0
Read my letter to the @DHSgov that asks specific questions regarding the US refugee program. #mtpol https://t.co/iapJV8NgdQ,1.0
"RT @ShannonNewth: Coming up at 5:30 on @KRTV, we'll interview @SenatorTester live about the Syrian refugee crisis and the Highway Bill.  Se…",1.0
I have a clear message for the Obama Administration: Don’t forget about securing the northern border. #mtpol https://t.co/36el4bRupH,1.0
RT @NPCA: Gold mining at @YellowstoneNPS's border? @SenatorTester speaks up:  https://t.co/r7e4AtLnJu #dontmineyellowstone https://t.co/n7e…,1.0
